Id,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,Industry,Website,Exchange
693,LRGE,ClearBridge Large Cap Growth ESG ETF,34.23,$142.05M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lrge,NASDAQ
694,CLFD,"Clearfield, Inc.",13.21,$180.5M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clfd,NASDAQ
695,CLRO,"ClearOne, Inc.",2.15,$35.76M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/clro,NASDAQ
696,CLSD,"Clearside Biomedical, Inc.",1.03,$38.72M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clsd,NASDAQ
697,CLIR,ClearSign Combustion Corporation,1.01,$26.97M,2012,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/clir,NASDAQ
698,CBLI,"Cleveland BioLabs, Inc.",1.53,$17.29M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/cbli,NASDAQ
699,CLVS,"Clovis Oncology, Inc.",14.11,$747.9M,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/clvs,NASDAQ
700,CLPS,CLPS Incorporation,6.3,$87.65M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/clps,NASDAQ
701,CMFN,CM Finance Inc,7.1,$96.7M,2014,n/a,n/a,https://www.nasdaq.com/symbol/cmfn,NASDAQ
702,CMFNL,CM Finance Inc,25.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cmfnl,NASDAQ
703,CME,CME Group Inc.,194.77,$69.72B,2002,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cme,NASDAQ
704,CCNE,CNB Financial Corporation,26.52,$404.15M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ccne,NASDAQ
705,CCB,Coastal Financial Corporation,15.6,$185.74M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/ccb,NASDAQ
706,COKE,"Coca-Cola Consolidated, Inc.",310.34,$2.91B,1972,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/coke,NASDAQ
707,COCP,"Cocrystal Pharma, Inc.",2.2,$69.57M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cocp,NASDAQ
708,CODA,"Coda Octopus Group, Inc.",14.57,$151.75M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/coda,NASDAQ
709,CDXS,"Codexis, Inc.",17.79,$970.28M,2010,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cdxs,NASDAQ
710,CODX,"Co-Diagnostics, Inc.",0.792,$13.48M,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/codx,NASDAQ
711,CVLY,"Codorus Valley Bancorp, Inc",21.07,$199.22M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cvly,NASDAQ
712,JVA,"Coffee Holding Co., Inc.",4.4,$24.51M,2005,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/jva,NASDAQ
713,CCOI,"Cogent Communications Holdings, Inc.",58.64,$2.72B,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ccoi,NASDAQ
714,CGNX,Cognex Corporation,43.53,$7.47B,1989,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cgnx,NASDAQ
715,CTSH,Cognizant Technology Solutions Corporation,62.56,$35.61B,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/ctsh,NASDAQ
716,CWBR,"CohBar, Inc.",1.76,$70.32M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cwbr,NASDAQ
717,COHR,"Coherent, Inc.",120.32,$2.91B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/cohr,NASDAQ
718,CHRS,"Coherus BioSciences, Inc.",19.55,$1.36B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/chrs,NASDAQ
719,COHU,"Cohu, Inc.",15.75,$646.02M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/cohu,NASDAQ
720,CLCT,"Collectors Universe, Inc.",19.02,$174M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/clct,NASDAQ
721,COLL,"Collegium Pharmaceutical, Inc.",11.15,$372.26M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/coll,NASDAQ
722,CIGI,Colliers International Group Inc. ,69.19,$2.64B,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/cigi,NASDAQ
723,CLGN,"CollPlant Holdings, Ltd.",5.72,$21.82M,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/clgn,NASDAQ
724,CBAN,"Colony Bankcorp, Inc.",16.75,$159.11M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cban,NASDAQ
725,COLB,"Columbia Banking System, Inc.",34.72,$2.55B,1992,Finance,Major Banks,https://www.nasdaq.com/symbol/colb,NASDAQ
726,CLBK,"Columbia Financial, Inc.",14.48,$1.68B,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/clbk,NASDAQ
727,COLM,Columbia Sportswear Company,98.51,$6.73B,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/colm,NASDAQ
728,CMCO,Columbus McKinnon Corporation,37.95,$889.5M,1996,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/cmco,NASDAQ
729,CMCSA,Comcast Corporation,42.56,$193.17B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/cmcsa,NASDAQ
730,CCNI,"Command Center, Inc.",5.4363,$25.17M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/ccni,NASDAQ
731,CBSH,"Commerce Bancshares, Inc.",58.25,$6.44B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbsh,NASDAQ
732,CBSHP,"Commerce Bancshares, Inc.",26.4133,$2.42B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbshp,NASDAQ
733,CVGI,"Commercial Vehicle Group, Inc.",7.01,$219.12M,2004,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/cvgi,NASDAQ
734,COMM,"CommScope Holding Company, Inc.",15.81,$3.06B,2013,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/comm,NASDAQ
735,JCS,"Communications Systems, Inc.",3.01,$28.04M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcs,NASDAQ
736,ESXB,Community Bankers Trust Corporation.,7.78,$172.47M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb,NASDAQ
737,CFBI,"Community First Bancshares, Inc.",10.09,$74.92M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cfbi,NASDAQ
738,CTBI,"Community Trust Bancorp, Inc.",40.22,$714.82M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ctbi,NASDAQ
739,CWBC,Community West Bancshares,9.71,$82.05M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cwbc,NASDAQ
740,CVLT,"Commvault Systems, Inc.",48,$2.19B,2006,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cvlt,NASDAQ
741,CGEN,Compugen Ltd.,3.47,$207.86M,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cgen,NASDAQ
742,CPSI,"Computer Programs and Systems, Inc.",26.38,$378.69M,2002,Technology,EDP Services,https://www.nasdaq.com/symbol/cpsi,NASDAQ
743,CTG,"Computer Task Group, Incorporated",4.06,$57.96M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ctg,NASDAQ
744,SCOR,"comScore, Inc.",8.38,$507.52M,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/scor,NASDAQ
745,CHCI,"Comstock Holding Companies, Inc.",2.6,$10.1M,2004,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/chci,NASDAQ
746,CMTL,Comtech Telecommunications Corp.,27.15,$655.34M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/cmtl,NASDAQ
747,CNAT,Conatus Pharmaceuticals Inc.,0.712,$23.61M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnat,NASDAQ
748,CNCE,"Concert Pharmaceuticals, Inc.",11,$261.76M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnce,NASDAQ
749,BBCP,"Concrete Pumping Holdings, Inc. ",4.05,$235.71M,2017,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbcp,NASDAQ
750,CDOR,"Condor Hospitality Trust, Inc.",9.06,$108M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cdor,NASDAQ
751,CFMS,"ConforMIS, Inc.",4.44,$301.39M,2015,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/cfms,NASDAQ
752,CNFR,"Conifer Holdings, Inc.",3.885,$32.4M,2015,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfr,NASDAQ
753,CNFRL,"Conifer Holdings, Inc.",21,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/cnfrl,NASDAQ
754,CNMD,CONMED Corporation,83.15,$2.35B,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cnmd,NASDAQ
755,CTWS,"Connecticut Water Service, Inc.",68.03,$820.66M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/ctws,NASDAQ
756,CNOB,"ConnectOne Bancorp, Inc.",21.91,$776.84M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cnob,NASDAQ
757,CONN,"Conn&#39;s, Inc.",17.4,$555.44M,2003,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/conn,NASDAQ
758,CNSL,"Consolidated Communications Holdings, Inc.",4.76,$343.19M,2005,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/cnsl,NASDAQ
759,CWCO,Consolidated Water Co. Ltd.,13.72,$206.08M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwco,NASDAQ
760,CNAC,Constellation Alpha Capital Corp.,10.24,$54.71M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnac,NASDAQ
761,CNACR,Constellation Alpha Capital Corp.,0.21,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacr,NASDAQ
762,CNACU,Constellation Alpha Capital Corp.,10.15,$188.08M,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacu,NASDAQ
763,CNACW,Constellation Alpha Capital Corp.,0.052,n/a,2017,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/cnacw,NASDAQ
764,CNST,"Constellation Pharmaceuticals, Inc.",9.61,$248.01M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cnst,NASDAQ
765,ROAD,"Construction Partners, Inc.",13.16,$676.62M,2018,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/road,NASDAQ
766,CPSS,"Consumer Portfolio Services, Inc.",3.55,$78.63M,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cpss,NASDAQ
767,CFRX,ContraFect Corporation,0.4692,$37.26M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cfrx,NASDAQ
768,CTRV,ContraVir Pharmaceuticals Inc.,9.71,$5.73M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctrv,NASDAQ
769,CTRL,Control4 Corporation,23.72,$632.4M,2013,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/ctrl,NASDAQ
770,AWSM,Cool Holdings Inc.,2.01,$16.62M,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/awsm,NASDAQ
771,CPRT,"Copart, Inc.",73.22,$16.78B,1994,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/cprt,NASDAQ
772,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",7.12,$458.92M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crbp,NASDAQ
773,CORT,Corcept Therapeutics Incorporated,10.37,$1.19B,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cort,NASDAQ
774,CORE,"Core-Mark Holding Company, Inc.",37.82,$1.73B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/core,NASDAQ
775,CSOD,"Cornerstone OnDemand, Inc.",54.84,$3.27B,2011,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/csod,NASDAQ
776,CORV,Correvio Pharma Corp.,2.24,$89.27M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/corv,NASDAQ
777,CRTX,"Cortexyme, Inc.",38.22,$1.03B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crtx,NASDAQ
778,CLDB,Cortland Bancorp,25,$109.6M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cldb,NASDAQ
779,CRVL,CorVel Corp.,82.13,$1.52B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/crvl,NASDAQ
780,CRVS,"Corvus Pharmaceuticals, Inc.",3.63,$106.46M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crvs,NASDAQ
781,CSGP,"CoStar Group, Inc.",554.61,$20.27B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/csgp,NASDAQ
782,COST,Costco Wholesale Corporation,261.43,$114.97B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/cost,NASDAQ
783,CPAH,CounterPath Corporation,1.54,$9.16M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cpah,NASDAQ
784,ICBK,"County Bancorp, Inc.",16.79,$112.73M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/icbk,NASDAQ
785,COUP,Coupa Software Incorporated,122.16,$7.55B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/coup,NASDAQ
786,CVTI,"Covenant Transportation Group, Inc.",15.05,$276.45M,1994,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/cvti,NASDAQ
787,CVET,"Covetrus, Inc.",24.44,$2.73B,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/cvet,NASDAQ
788,COWN,Cowen Inc.,16.21,$479.59M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cown,NASDAQ
789,COWNL,Cowen Inc.,25.5006,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownl,NASDAQ
790,COWNZ,Cowen Inc.,25.5981,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/cownz,NASDAQ
791,PMTS,CPI Card Group Inc.,2.6077,$29.1M,2015,Finance,Finance Companies,https://www.nasdaq.com/symbol/pmts,NASDAQ
792,CPSH,CPS Technologies Corp.,1.07,$14.13M,n/a,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/cpsh,NASDAQ
793,CRAI,"CRA International,Inc.",36.79,$295.83M,1998,Miscellaneous,Other Consumer Services,https://www.nasdaq.com/symbol/crai,NASDAQ
794,CBRL,"Cracker Barrel Old Country Store, Inc.",169.97,$4.09B,1981,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/cbrl,NASDAQ
795,BREW,"Craft Brew Alliance, Inc.",13.8,$267.93M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/brew,NASDAQ
796,CRAY,Cray Inc,34.55,$1.42B,n/a,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/cray,NASDAQ
797,CREX,"Creative Realities, Inc.",2.1,$20.42M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crex,NASDAQ
798,CREXW,"Creative Realities, Inc.",0.44,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/crexw,NASDAQ
799,CACC,Credit Acceptance Corporation,488.44,$9.18B,1992,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/cacc,NASDAQ
800,DGLD,Credit Suisse AG,41.82,$16.9M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dgld,NASDAQ
801,DSLV,Credit Suisse AG,31.57,$30.27M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/dslv,NASDAQ
802,GLDI,Credit Suisse AG,8.95,$34.38M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi,NASDAQ
803,SLVO,Credit Suisse AG,6.5499,$19.99M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/slvo,NASDAQ
804,TVIX,Credit Suisse AG,20.45,$786.98M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/tvix,NASDAQ
805,UGLD,Credit Suisse AG,103.64,$111.57M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ugld,NASDAQ
806,USLV,Credit Suisse AG,60.46,$224.5M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/uslv,NASDAQ
807,USOI,Credit Suisse AG,19.777,$7.02M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/usoi,NASDAQ
808,VIIX,Credit Suisse AG,11.45,$42.93M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/viix,NASDAQ
809,ZIV,Credit Suisse AG,73.3,$90.75M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ziv,NASDAQ
810,CREE,"Cree, Inc.",54.64,$5.75B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/cree,NASDAQ
811,CRSA,Crescent Acquisition Corp,9.77,$244.25M,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsa,NASDAQ
812,CRSAU,Crescent Acquisition Corp,10.07,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsau,NASDAQ
813,CRSAW,Crescent Acquisition Corp,0.65,n/a,2019,Finance,Business Services,https://www.nasdaq.com/symbol/crsaw,NASDAQ
814,CRESY,Cresud S.A.C.I.F. y A.,10.74,$538.76M,1997,Finance,Real Estate,https://www.nasdaq.com/symbol/cresy,NASDAQ
815,CRNX,"Crinetics Pharmaceuticals, Inc.",22.77,$549.63M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/crnx,NASDAQ
816,CRSP,CRISPR Therapeutics AG,47.07,$2.58B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/crsp,NASDAQ
817,CRTO,Criteo S.A.,18.55,$1.22B,2013,Technology,Advertising,https://www.nasdaq.com/symbol/crto,NASDAQ
818,CROX,"Crocs, Inc.",17.85,$1.28B,2006,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/crox,NASDAQ
819,CRON,Cronos Group Inc.,15.85,$5.28B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cron,NASDAQ
820,CCRN,"Cross Country Healthcare, Inc.",8.36,$307.87M,2001,Technology,Professional Services,https://www.nasdaq.com/symbol/ccrn,NASDAQ
821,CRWD,"CrowdStrike Holdings, Inc.",70.01,$496.6M,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crwd,NASDAQ
822,CRWS,"Crown Crafts, Inc.",4.53,$45.84M,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/crws,NASDAQ
823,CYRX,"CryoPort, Inc.",18.55,$567.01M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrx,NASDAQ
824,CYRXW,"CryoPort, Inc.",15.23,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/cyrxw,NASDAQ
825,CSGS,"CSG Systems International, Inc.",47.14,$1.57B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/csgs,NASDAQ
826,CCLP,CSI Compressco LP,3.26,$153.43M,2011,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/cclp,NASDAQ
827,CSPI,CSP Inc.,15.2,$62.9M,1982,Technology,EDP Services,https://www.nasdaq.com/symbol/cspi,NASDAQ
828,CSWI,"CSW Industrials, Inc.",67.07,$1.01B,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/cswi,NASDAQ
829,CSX,CSX Corporation,76.7,$62.06B,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/csx,NASDAQ
830,CTIC,CTI BioPharma Corp.,0.93,$53.92M,1997,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctic,NASDAQ
831,CTIB,CTI Industries Corporation,3.23,$12.07M,1997,Basic Industries,Specialty Chemicals,https://www.nasdaq.com/symbol/ctib,NASDAQ
832,CTRP,"Ctrip.com International, Ltd.",33.86,$18.72B,2003,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ctrp,NASDAQ
833,CUE,"Cue Biopharma, Inc.",7.92,$164.6M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cue,NASDAQ
834,CUI,"CUI Global, Inc.",0.915,$26.18M,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/cui,NASDAQ
835,CPIX,Cumberland Pharmaceuticals Inc.,6.1674,$95.82M,2009,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cpix,NASDAQ
836,CMLS,Cumulus Media Inc.,17.28,$292.42M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/cmls,NASDAQ
837,CRIS,"Curis, Inc.",1.5,$49.73M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/cris,NASDAQ
838,CUTR,"Cutera, Inc.",18.45,$258.98M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/cutr,NASDAQ
839,CVBF,CVB Financial Corporation,20.94,$2.93B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cvbf,NASDAQ
840,CVV,CVD Equipment Corporation,3.6709,$24.06M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/cvv,NASDAQ
841,CYAN,Cyanotech Corporation,3,$17.51M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/cyan,NASDAQ
842,CYBR,CyberArk Software Ltd.,128.69,$4.84B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cybr,NASDAQ
843,CYBE,CyberOptics Corporation,15.87,$112.78M,1987,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/cybe,NASDAQ
844,CYCC,"Cyclacel Pharmaceuticals, Inc.",0.5573,$9.59M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycc,NASDAQ
845,CYCCP,"Cyclacel Pharmaceuticals, Inc.",4.9,$1.64M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cyccp,NASDAQ
846,CYCN,"Cyclerion Therapeutics, Inc.",10.76,$294.84M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cycn,NASDAQ
847,CBAY,CymaBay Therapeutics Inc.,6.56,$450.63M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cbay,NASDAQ
848,CY,Cypress Semiconductor Corporation,22.03,$8.06B,1986,Technology,Semiconductors,https://www.nasdaq.com/symbol/cy,NASDAQ
849,CYRN,CYREN Ltd.,1.65,$89.87M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cyrn,NASDAQ
850,CONE,CyrusOne Inc,60.16,$6.81B,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cone,NASDAQ
851,CYTK,"Cytokinetics, Incorporated",10.75,$620.5M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/cytk,NASDAQ
852,CTMX,"CytomX Therapeutics, Inc.",10.79,$488.91M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ctmx,NASDAQ
853,CYTX,Cytori Therapeutics Inc.,0.2594,$5.75M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytx,NASDAQ
854,CYTXZ,Cytori Therapeutics Inc.,0.0025,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cytxz,NASDAQ
855,CTSO,Cytosorbents Corporation,6.62,$213.49M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ctso,NASDAQ
856,DJCO,Daily Journal Corp. (S.C.),223.45,$308.53M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/djco,NASDAQ
857,DAKT,"Daktronics, Inc.",6.15,$277.86M,1994,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dakt,NASDAQ
858,DARE,"Dare Bioscience, Inc.",0.9148,$15.26M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dare,NASDAQ
859,DRIO,DarioHealth Corp.,0.46,$17.48M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/drio,NASDAQ
860,DRIOW,DarioHealth Corp.,0.0173,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/driow,NASDAQ
861,DZSI,"DASAN Zhone Solutions, Inc.",12.95,$215.06M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/dzsi,NASDAQ
862,DSKE,"Daseke, Inc.",4.1,$264.43M,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dske,NASDAQ
863,DSKEW,"Daseke, Inc.",0.179,n/a,2015,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/dskew,NASDAQ
864,DAIO,Data I/O Corporation,4.4,$36.16M,1981,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/daio,NASDAQ
865,DTSS,Datasea Inc.,1.48,$31M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dtss,NASDAQ
866,PLAY,"Dave & Buster&#39;s Entertainment, Inc.",40.39,$1.47B,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/play,NASDAQ
867,DTEA,DAVIDsTEA Inc.,1.32,$34.34M,2015,Consumer Non-Durables,Food Chains,https://www.nasdaq.com/symbol/dtea,NASDAQ
868,DFNL,Davis Select Financial ETF,22.6898,$142.95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dfnl,NASDAQ
869,DINT,Davis Select International ETF,17.0451,$108.24M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dint,NASDAQ
870,DUSA,Davis Select U.S. Equity ETF,22.9101,$187.86M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dusa,NASDAQ
871,DWLD,Davis Select Worldwide ETF,22.5032,$216.03M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwld,NASDAQ
872,DWSN,Dawson Geophysical Company,2.12,$49.12M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dwsn,NASDAQ
873,DBVT,DBV Technologies S.A.,8.15,$588.92M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/dbvt,NASDAQ
