Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
DRNA,"Dicerna Pharmaceuticals, Inc.",15.84,$1.08B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drna,NASDAQ
DFFN,Diffusion Pharmaceuticals Inc.,2.91,$13.67M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dffn,NASDAQ
DGII,Digi International Inc.,11.61,$325.77M,1989,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/dgii,NASDAQ
DMRC,Digimarc Corporation,51.37,$623.01M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/dmrc,NASDAQ
DRAD,Digirad Corporation,7.15,$14.52M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/drad,NASDAQ
DGLY,"Digital Ally, Inc.",2.9,$33.15M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/dgly,NASDAQ
APPS,"Digital Turbine, Inc.",4.5,$367.58M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/apps,NASDAQ
DCOM,"Dime Community Bancshares, Inc.",18.28,$659.11M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/dcom,NASDAQ
DIOD,Diodes Incorporated,32.35,$1.64B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/diod,NASDAQ
DISCA,"Discovery, Inc.",29.52,$15.5B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disca,NASDAQ
DISCB,"Discovery, Inc.",32,$16.8B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/discb,NASDAQ
DISCK,"Discovery, Inc.",27.2,$14.28B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/disck,NASDAQ
DISH,DISH Network Corporation,38.99,$18.32B,1995,Consumer Services,Television Services,https://www.nasdaq.com/symbol/dish,NASDAQ
DVCR,Diversicare Healthcare Services Inc.,2.47,$16.51M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/dvcr,NASDAQ
SAUC,"Diversified Restaurant Holdings, Inc.",0.833,$27.67M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/sauc,NASDAQ
DLHC,DLH Holdings Corp.,4.8,$57.77M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/dlhc,NASDAQ
BOOM,DMC Global Inc.,62.2,$932.09M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/boom,NASDAQ
DNBF,DNB Financial Corp,44.85,$194.25M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/dnbf,NASDAQ
DOCU,"DocuSign, Inc.",52.75,$9.17B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/docu,NASDAQ
DOGZ,Dogness (International) Corporation,2.69,$69.71M,2017,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/dogz,NASDAQ
DLTR,"Dollar Tree, Inc.",108.13,$25.69B,1995,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/dltr,NASDAQ
DLPN,"Dolphin Entertainment, Inc.",1.085,$15.62M,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpn,NASDAQ
DLPNW,"Dolphin Entertainment, Inc.",0.04,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/dlpnw,NASDAQ
DOMO,"Domo, Inc.",30.62,$838.12M,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/domo,NASDAQ
DGICA,"Donegal Group, Inc.",14.72,$418.44M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgica,NASDAQ
DGICB,"Donegal Group, Inc.",14.5,$412.19M,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/dgicb,NASDAQ
DMLP,"Dorchester Minerals, L.P.",18.22,$631.87M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/dmlp,NASDAQ
DORM,"Dorman Products, Inc.",84.77,$2.79B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dorm,NASDAQ
DOVA,"Dova Pharmaceuticals, Inc.",8.99,$253.81M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dova,NASDAQ
LYL,Dragon Victory International Limited,0.9354,$10.68M,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl,NASDAQ
DBX,"Dropbox, Inc.",23.54,$9.68B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/dbx,NASDAQ
DCAR,"DropCar, Inc.",1.06,$4.15M,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/dcar,NASDAQ
DRYS,DryShips Inc.,3.65,$317.14M,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/drys,NASDAQ
DSPG,"DSP Group, Inc.",14.09,$320.05M,1994,Technology,Semiconductors,https://www.nasdaq.com/symbol/dspg,NASDAQ
DLTH,Duluth Holdings Inc.,13.69,$447.02M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/dlth,NASDAQ
DNKN,"Dunkin&#39; Brands Group, Inc.",80.5,$6.65B,2011,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/dnkn,NASDAQ
DRRX,DURECT Corporation,0.5126,$83.23M,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/drrx,NASDAQ
DXPE,"DXP Enterprises, Inc.",33.77,$594.18M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dxpe,NASDAQ
DYAI,"Dyadic International, Inc.",6.24,$167M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/dyai,NASDAQ
DYSL,Dynasil Corporation of America,0.99,$17.37M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/dysl,NASDAQ
DYNT,Dynatronics Corporation,1.3,$10.94M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/dynt,NASDAQ
DVAX,Dynavax Technologies Corporation,4.1,$266.77M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/dvax,NASDAQ
ETFC,E*TRADE Financial Corporation,45.17,$11.05B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc,NASDAQ
SSP,E.W. Scripps Company (The),15.01,$1.21B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ssp,NASDAQ
EBMT,"Eagle Bancorp Montana, Inc.",16.25,$104.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebmt,NASDAQ
EGBN,"Eagle Bancorp, Inc.",54.67,$1.89B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/egbn,NASDAQ
EGLE,Eagle Bulk Shipping Inc.,4.76,$348.22M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/egle,NASDAQ
EFBI,"Eagle Financial Bancorp, Inc.",15.8,$25.96M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/efbi,NASDAQ
EGRX,"Eagle Pharmaceuticals, Inc.",52.92,$725M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/egrx,NASDAQ
EWBC,"East West Bancorp, Inc.",43.62,$6.35B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc,NASDAQ
EML,Eastern Company (The),25.9,$161.43M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eml,NASDAQ
EAST,"Eastside Distilling, Inc.",4.18,$38.19M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/east,NASDAQ
EVGBC,Eaton Vance NextShares Trust,99.99,$62.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc,NASDAQ
EVSTC,Eaton Vance NextShares Trust,100.02,$45.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc,NASDAQ
EVFTC,Eaton Vance NextShares Trust II,100.03,$52.52M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evftc,NASDAQ
EVLMC,Eaton Vance NextShares Trust II,100.04,$35.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc,NASDAQ
OKDCC,Eaton Vance NextShares Trust II,99.89,$511.94M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/okdcc,NASDAQ
EBAY,eBay Inc.,39.01,$34B,1998,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebay,NASDAQ
EBAYL,eBay Inc.,26.4,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ebayl,NASDAQ
EBIX,"Ebix, Inc.",46.65,$1.42B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ebix,NASDAQ
ECHO,"Echo Global Logistics, Inc.",19.64,$547.9M,2009,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/echo,NASDAQ
SATS,EchoStar Corporation,42.84,$2.06B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/sats,NASDAQ
EEI,"Ecology and Environment, Inc.",10.05,$43.37M,1987,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eei,NASDAQ
EDAP,EDAP TMS S.A.,2.65,$76.84M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/edap,NASDAQ
EDSA,"Edesa Biotech, Inc.",3.82,$27.27M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/edsa,NASDAQ
EDNT,"Edison Nation, Inc.",2.5348,$16.22M,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/ednt,NASDAQ
EDIT,"Editas Medicine, Inc.",22.61,$1.11B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/edit,NASDAQ
EDTX,EdtechX Holdings Acquisition Corp.,10.04,$79.38M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtx,NASDAQ
EDTXU,EdtechX Holdings Acquisition Corp.,10.24,$80.96M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxu,NASDAQ
EDTXW,EdtechX Holdings Acquisition Corp.,0.29,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/edtxw,NASDAQ
EDUC,Educational Development Corporation,7.61,$62.22M,n/a,Consumer Durables,Consumer Specialties,https://www.nasdaq.com/symbol/educ,NASDAQ
EGAN,eGain Corporation,8.42,$255.28M,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/egan,NASDAQ
EHTH,"eHealth, Inc.",73.36,$1.66B,2006,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ehth,NASDAQ
EIDX,"Eidos Therapeutics, Inc.",32.83,$1.21B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eidx,NASDAQ
EIGR,"Eiger BioPharmaceuticals, Inc.",10.49,$256.33M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eigr,NASDAQ
EKSO,"Ekso Bionics Holdings, Inc.",1.27,$94.41M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ekso,NASDAQ
LOCO,"El Pollo Loco Holdings, Inc.",11.06,$425.07M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco,NASDAQ
ESLT,Elbit Systems Ltd.,155.05,$6.85B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt,NASDAQ
ERI,"Eldorado Resorts, Inc.",53.18,$4.12B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri,NASDAQ
SOLO,Electrameccanica Vehicles Corp. Ltd.,2.57,$94.59M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solo,NASDAQ
SOLOW,Electrameccanica Vehicles Corp. Ltd.,0.4128,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/solow,NASDAQ
ECOR,"electroCore, Inc.",1.98,$58.67M,2018,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ecor,NASDAQ
EA,Electronic Arts Inc.,92.44,$27.48B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ea,NASDAQ
EFII,"Electronics for Imaging, Inc.",36.85,$1.59B,1992,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/efii,NASDAQ
ELSE,"Electro-Sensors, Inc.",3.46,$11.75M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/else,NASDAQ
ESBK,Elmira Savings Bank NY (The),16.1,$56.07M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk,NASDAQ
ELOX,"Eloxx Pharmaceuticals, Inc.",9.85,$354.85M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/elox,NASDAQ
ELTK,Eltek Ltd.,4.31,$18.88M,1997,Technology,Electrical Products,https://www.nasdaq.com/symbol/eltk,NASDAQ
EMCI,EMC Insurance Group Inc.,36,$780.06M,1982,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/emci,NASDAQ
EMCF,Emclaire Financial Corp,31.19,$84.17M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/emcf,NASDAQ
EMKR,EMCORE Corporation,3.47,$99.47M,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/emkr,NASDAQ
EMMS,Emmis Communications Corporation,4.45,$58.29M,1994,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/emms,NASDAQ
NYNY,"Empire Resorts, Inc.",9.19,$316.26M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/nyny,NASDAQ
ENTA,"Enanta Pharmaceuticals, Inc.",89.14,$1.75B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta,NASDAQ
ECPG,Encore Capital Group Inc,35.55,$1.1B,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/ecpg,NASDAQ
WIRE,Encore Wire Corporation,53.3,$1.11B,1992,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wire,NASDAQ
ENDP,Endo International plc,3.91,$872.33M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/endp,NASDAQ
ELGX,"Endologix, Inc.",7.66,$128.59M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/elgx,NASDAQ
NDRA,ENDRA Life Sciences Inc.,1.54,$11.43M,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndra,NASDAQ
NDRAW,ENDRA Life Sciences Inc.,0.49,n/a,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/ndraw,NASDAQ
EIGI,"Endurance International Group Holdings, Inc.",5.54,$808.62M,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/eigi,NASDAQ
WATT,Energous Corporation,4.17,$126.85M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/watt,NASDAQ
EFOI,"Energy Focus, Inc.",0.49,$6.04M,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/efoi,NASDAQ
ERII,"Energy Recovery, Inc.",10.21,$556.23M,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii,NASDAQ
ENG,ENGlobal Corporation,0.96,$26.31M,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng,NASDAQ
ENLV,Enlivex Therapeutics Ltd.,17.8,$180.02M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enlv,NASDAQ
ENOB,"Enochian Biosciences, Inc.",5.43,$210.63M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enob,NASDAQ
ENPH,"Enphase Energy, Inc.",17.75,$2.15B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph,NASDAQ
ESGR,Enstar Group Limited,173.71,$3.73B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr,NASDAQ
ESGRO,Enstar Group Limited,25.63,"$112,772 ",n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro,NASDAQ
ESGRP,Enstar Group Limited,26,"$416,000 ",n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp,NASDAQ
ETTX,Entasis Therapeutics Holdings Inc.,6.02,$79.05M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx,NASDAQ
ENFC,Entegra Financial Corp.,29.68,$205.36M,2014,Finance,Banks,https://www.nasdaq.com/symbol/enfc,NASDAQ
ENTG,"Entegris, Inc.",35.73,$4.84B,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg,NASDAQ
ENTX,Entera Bio Ltd.,3.8,$43.55M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx,NASDAQ
ENTXW,Entera Bio Ltd.,0.59,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw,NASDAQ
EBTC,Enterprise Bancorp Inc,28.66,$338.04M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebtc,NASDAQ
EFSC,Enterprise Financial Services Corporation,40.74,$1.1B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/efsc,NASDAQ
EVSI,"Envision Solar International, Inc.",5.63,$28.77M,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/evsi,NASDAQ
EVSIW,"Envision Solar International, Inc.",1.4,n/a,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/evsiw,NASDAQ
EPZM,"Epizyme, Inc.",12.42,$1.13B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm,NASDAQ
PLUS,ePlus inc.,70.26,$956.26M,1996,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/plus,NASDAQ
EPSN,Epsilon Energy Ltd.,4.17,$114.2M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epsn,NASDAQ
EQ,"Equillium, Inc.",6.01,$104.43M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq,NASDAQ
EQIX,"Equinix, Inc.",511.48,$43B,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix,NASDAQ
EQBK,"Equity Bancshares, Inc.",25.48,$401.07M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk,NASDAQ
ERIC,Ericsson,9.55,$31.53B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric,NASDAQ
ERIE,Erie Indemnity Company,246.19,$12.87B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie,NASDAQ
ERYP,Erytech Pharma S.A.,6.93,$124.31M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp,NASDAQ
ESCA,"Escalade, Incorporated",11.15,$161.36M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca,NASDAQ
ESPR,"Esperion Therapeutics, Inc.",51.31,$1.38B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr,NASDAQ
ESQ,"Esquire Financial Holdings, Inc.",24.79,$186.74M,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq,NASDAQ
ESSA,"ESSA Bancorp, Inc.",15.56,$177.52M,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa,NASDAQ
EPIX,ESSA Pharma Inc.,2.2797,$13.17M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix,NASDAQ
ESTA,Establishment Labs Holdings Inc.,22,$449M,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta,NASDAQ
ESTR,"Estre Ambiental, Inc.",0.94,$48.12M,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr,NASDAQ
ESTRW,"Estre Ambiental, Inc.",0.05,n/a,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw,NASDAQ
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,49.715,$427.55M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vbnd,NASDAQ
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,30.65,$465.88M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vuse,NASDAQ
VIDI,ETF Series Solutions Trust Vident International Equity Fund,23.7175,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vidi,NASDAQ
ETON,"Eton Pharmaceuticals, Inc.",7.21,$127.1M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton,NASDAQ
ETSY,"Etsy, Inc.",68.46,$8.23B,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy,NASDAQ
CLWT,Euro Tech Holdings Company Limited,3.7979,$7.83M,1997,Consumer Durables,Diversified Electronic Products,https://www.nasdaq.com/symbol/clwt,NASDAQ
EDRY,EuroDry Ltd.,7.0236,$16.01M,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/edry,NASDAQ
EEFT,"Euronet Worldwide, Inc.",159.64,$8.29B,1997,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/eeft,NASDAQ
ESEA,Euroseas Ltd.,0.6,$7.51M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea,NASDAQ
EVLO,"Evelo Biosciences, Inc.",7.51,$240.65M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo,NASDAQ
EVBG,"Everbridge, Inc.",89.48,$2.95B,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg,NASDAQ
EVK,"Ever-Glory International Group, Inc.",3.08,$45.58M,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk,NASDAQ
EVER,"EverQuote, Inc.",12.68,$323.29M,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever,NASDAQ
MRAM,"Everspin Technologies, Inc.",7.4,$126.78M,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram,NASDAQ
EVLV,EVINE Live Inc.,0.4459,$34.02M,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/evlv,NASDAQ
EVOP,"EVO Payments, Inc.",29.65,$2.43B,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/evop,NASDAQ
EVFM,"Evofem Biosciences, Inc.",6.5,$302.11M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm,NASDAQ
EVGN,Evogene Ltd.,1.48,$38.12M,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn,NASDAQ
EVOK,"Evoke Pharma, Inc.",0.62,$14.42M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok,NASDAQ
EOLS,"Evolus, Inc.",13.94,$381.58M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols,NASDAQ
EVOL,"Evolving Systems, Inc.",0.8999,$10.94M,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol,NASDAQ
EXAS,Exact Sciences Corporation,111.91,$14.45B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas,NASDAQ
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,36.8622,$14.74M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag,NASDAQ
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,37.82,$173.97M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/robo,NASDAQ
XELA,"Exela Technologies, Inc.",2.04,$306.29M,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/xela,NASDAQ
EXEL,"Exelixis, Inc.",20.66,$6.23B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel,NASDAQ
EXFO,EXFO Inc,3.55,$84.31M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo,NASDAQ
EXLS,"ExlService Holdings, Inc.",61.66,$2.12B,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls,NASDAQ
EXPI,"eXp World Holdings, Inc.",10.5,$647.61M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi,NASDAQ
